target,gene_id,study,condition,mean,error
JAZ,NbL16g20890.1,main,wt_mock_2,2.285961865910001,2.285961865910002
JAZ,NbL16g20890.1,main,wt_mock_5,1.949571722993966,0.4629358678876334
JAZ,NbL16g20890.1,main,wt_mock_7,0.3172710149113667,0.3172710149113667
JAZ,NbL16g20890.1,main,wt_mock_10,0.0,0.0
JAZ,NbL16g20890.1,main,wt_ag_2,1.103517866470991,1.103517866470991
JAZ,NbL16g20890.1,main,wt_ag_5,1.18238395850924,0.8153251503235336
JAZ,NbL16g20890.1,main,wt_ag_7,0.8698204395892337,0.5019559584473147
JAZ,NbL16g20890.1,main,wt_ag_10,1.330593769371354,0.754803488586441
JAZ,NbL16g20890.1,main,p19o_ag_2,0.6292997576818586,0.6292997576818586
JAZ,NbL16g20890.1,main,p19o_ag_5,1.127403070317787,1.127403070317787
JAZ,NbL16g20890.1,main,p19o_ag_7,0.7949914311291288,0.7949914311291288
